Supplier_ID,Country,Region,Industry,Supplier_Tier,Financial_Stability_Score,On_Time_Delivery_Rate,Defect_Rate,Geopolitical_Risk_Index,Lead_Time_Days,Alternative_Suppliers_Available,Contract_Length_Months,Environmental_Compliance,Previous_Disruptions,Delivery_Quality_Index,Supplier_Dependency_Score,Risk_Level
SUP_18355,Netherlands,Europe,Manufacturing,2,52.486047,73.985748,3.126076,12,45,2,23,62.56,1,71.6729,0.3333,1
SUP_08973,Japan,Asia,Manufacturing,3,33.589108,55.804786,8.13542,13,34,4,1,57.47,1,51.2648,0.2,1
SUP_12495,Bangladesh,Asia,Manufacturing,2,50.135845,68.917198,1.9684,48,0,3,32,55.7,0,67.5606,0.25,1
SUP_05179,Pakistan,Asia,Healthcare,2,56.102924,70.247101,0,48,22,3,12,79.65,0,70.2471,0.25,1
SUP_22048,Nigeria,Africa,Energy,3,60.086981,71.826443,6.233145,48,57,2,10,68.69,0,67.3494,0.3333,1
SUP_14537,Iran,Asia,Energy,1,64.726084,61.880703,8.268949,64,28,1,28,59.88,0,56.7638,0.5,1
SUP_04218,South Korea,Asia,Manufacturing,3,32.007494,56.790862,4.741765,13,28,6,27,80.66,1,54.098,0.1429,1
SUP_29698,Brazil,South America,Healthcare,2,32.867154,93.711344,1.808858,31,54,2,14,85.45,0,92.0162,0.3333,1
SUP_08942,Australia,Oceania,Electronics,3,71.871338,95.073738,0.037131,11,28,5,1,68.74,0,95.0384,0.1667,0
SUP_12047,Canada,North America,Manufacturing,2,49.167042,59.944681,9.556452,13,30,2,18,97.17,2,54.2161,0.3333,1
SUP_21237,United Kingdom,Europe,Electronics,3,74.778033,93.347532,0,12,25,1,9,77.18,0,93.3475,0.5,0
SUP_13789,Netherlands,Europe,Healthcare,2,42.862207,79.973628,0.919267,12,27,5,24,86.92,5,79.2385,0.1667,1
SUP_10461,China,Asia,Retail,2,30.045635,91.262695,3.880707,48,22,3,54,98.3,0,87.7211,0.25,1
SUP_20111,Colombia,South America,Manufacturing,2,49.286264,54.442458,10.649659,31,0,3,18,70.23,0,48.6445,0.25,1
SUP_10159,Indonesia,Asia,Manufacturing,3,40.201391,92.688612,3.873269,31,31,5,7,70.87,0,89.0985,0.1667,1
SUP_18342,Romania,Europe,Manufacturing,3,67.74768,76.783104,6.875331,30,22,4,10,100.58,0,71.504,0.2,0
SUP_28213,Thailand,Asia,Manufacturing,2,78.47948,67.67308,7.963103,30,22,5,23,69.47,0,62.2842,0.1667,0
SUP_11437,Libya,Africa,Electronics,2,75.001976,82.718703,1.371825,66,32,1,14,50.53,2,81.5839,0.5,1
SUP_23041,Chile,South America,Manufacturing,2,52.51456,76.697515,4.03945,31,1,4,17,69.47,0,73.5994,0.2,1
SUP_32853,Brazil,South America,Retail,1,41.096866,91.316649,6.391691,31,0,1,27,62.94,1,85.48,0.5,1
SUP_22169,Saudi Arabia,Asia,Energy,2,56.592041,66.133304,9.597493,48,27,5,20,87.29,2,59.7862,0.1667,0
SUP_08694,Switzerland,Europe,Healthcare,1,51.383603,77.26236,3.355932,12,34,2,29,98.35,4,74.6695,0.3333,1
SUP_09612,Switzerland,Europe,Manufacturing,2,24.176351,82.773484,2.034151,12,30,3,15,60.49,1,81.0897,0.25,1
SUP_25724,Malaysia,Asia,Healthcare,3,31.377047,94.57897,3.558614,31,30,1,1,79.28,1,91.2133,0.5,1
SUP_06783,Czech Republic,Europe,Electronics,2,67.25543,100,2.419938,30,26,3,18,55.81,2,97.5801,0.25,1
SUP_00230,Sweden,Europe,Manufacturing,2,46.505433,75.170357,6.374202,12,22,5,23,76.92,1,70.3788,0.1667,0
SUP_21065,Peru,South America,Retail,2,63.937552,84.867888,5.27202,48,16,2,15,55.51,4,80.3936,0.3333,1
SUP_00801,Romania,Europe,Manufacturing,3,87.994495,94.656342,6.421054,30,37,1,6,70.46,0,88.5784,0.5,0
SUP_24910,South Africa,Africa,Retail,2,57.473329,86.192822,4.34815,31,4,4,17,57.71,1,82.445,0.2,1
SUP_21386,Japan,Asia,Retail,3,36.378518,78.088766,6.827888,13,17,6,17,69.93,0,72.757,0.1429,0
SUP_32520,United States,North America,Electronics,1,91.424993,61.475538,1.128104,11,18,0,30,61.89,0,60.782,1,0
SUP_08406,Hungary,Europe,Retail,2,59.879949,87.759765,6.749286,31,10,3,14,81.67,1,81.8366,0.25,0
SUP_24509,Saudi Arabia,Asia,Energy,3,54.279865,86.524157,4.557952,48,33,1,7,54.92,0,82.59,0.5,1
SUP_19315,Cuba,North America,Retail,2,51.670343,84.221289,8.358598,67,23,5,24,51.51,1,77.1816,0.1667,1
SUP_03407,Singapore,Asia,Manufacturing,3,59.979489,69.005879,8.507226,13,43,4,4,47.21,0,63.1354,0.2,0
SUP_10289,Brazil,South America,Electronics,3,65.065953,88.257403,0,31,41,1,8,71.49,0,88.2574,0.5,0
SUP_11900,Nigeria,Africa,Electronics,2,57.269698,59.187045,2.933514,48,21,1,14,71.82,2,57.4508,0.5,1
SUP_32333,Egypt,Africa,Retail,2,65.559402,79.022149,4.53295,48,21,3,28,73.57,1,75.4401,0.25,1
SUP_27032,Peru,South America,Manufacturing,2,62.772974,66.769345,5.183591,48,14,5,19,69.55,2,63.3083,0.1667,1
SUP_04525,Hungary,Europe,Manufacturing,3,55.995406,84.485396,4.90938,31,33,4,7,82.61,0,80.3377,0.2,0
SUP_24929,United Kingdom,Europe,Healthcare,2,55.254658,74.7714,0.955046,12,35,3,17,81.38,1,74.0573,0.25,0
SUP_11230,Ethiopia,Africa,Manufacturing,3,57.473494,77.569673,11.174079,48,10,5,7,74.22,0,68.902,0.1667,1
SUP_07227,India,Asia,Retail,3,61.824236,82.535131,0,49,6,0,1,59.62,0,82.5351,1,1
SUP_03701,Peru,South America,Energy,1,47.451056,70.780768,4.557952,48,46,0,42,29.25,1,67.5624,1,1
SUP_15033,Hungary,Europe,Manufacturing,2,50.021137,68.35311,10.09898,31,41,4,18,32.2,2,61.4501,0.2,1
SUP_23999,Norway,Europe,Manufacturing,3,51.301381,67.630611,4.868981,12,36,2,7,80.26,0,64.3377,0.3333,0
SUP_18843,Canada,North America,Healthcare,2,19.34358,88.507134,2.574796,13,50,5,23,75.52,0,86.2283,0.1667,1
SUP_11193,Thailand,Asia,Retail,1,39.281454,78.770499,2.859132,30,15,0,37,39.56,0,76.5183,1,1
SUP_26278,Poland,Europe,Energy,2,52.992609,74.804169,11.188808,31,37,3,21,70.3,0,66.4345,0.25,1
SUP_22022,Thailand,Asia,Manufacturing,1,65.312866,63.111936,6.410238,30,21,0,29,68.45,1,59.0663,1,1
SUP_06837,North Korea,Asia,Electronics,3,68.401413,62.270029,2.161307,68,48,6,19,77.23,1,60.9242,0.1429,1
SUP_31723,North Korea,Asia,Retail,2,40.872352,87.308688,3.542758,68,4,1,17,73.91,2,84.2156,0.5,1
SUP_17380,Switzerland,Europe,Manufacturing,3,50.503025,76.772776,1.122267,12,13,6,21,29.28,0,75.9112,0.1429,0
SUP_14748,Morocco,Africa,Healthcare,2,51.607635,72.687466,4.241932,31,19,4,34,76.44,0,69.6041,0.2,1
SUP_26613,Jordan,Asia,Healthcare,2,39.762438,98.871667,3.605566,49,46,2,14,86.27,1,95.3068,0.3333,1
SUP_02266,Cuba,North America,Healthcare,2,49.634787,73.079971,2.311397,67,10,0,13,80.33,0,71.3908,1,1
SUP_01891,Morocco,Africa,Healthcare,2,27.18221,56.503838,0.250031,31,41,2,18,83.92,0,56.3626,0.3333,1
SUP_12343,Chile,South America,Retail,1,59.526991,82.616905,0,31,22,1,31,100.18,1,82.6169,0.5,1
SUP_20158,Bangladesh,Asia,Manufacturing,2,43.562055,76.704173,6.561449,48,20,3,16,92.63,1,71.6713,0.25,1
SUP_29788,Poland,Europe,Retail,3,47.529764,89.647781,3.580405,31,14,3,6,84.84,3,86.438,0.25,1
SUP_24044,Indonesia,Asia,Retail,1,83.755525,81.459337,1.946642,31,20,0,44,59.52,0,79.8736,1,0
SUP_22501,Ethiopia,Africa,Electronics,3,81.012106,94.266891,0,48,29,6,2,73.29,2,94.2669,0.1429,0
SUP_03014,Kenya,Africa,Retail,2,65.779362,88.751303,4.837292,48,4,3,28,56.16,0,84.4581,0.25,1
SUP_14083,Argentina,South America,Healthcare,3,40.478344,80.966867,4.470164,48,59,10,27,80.36,2,77.3475,0.0909,1
SUP_16542,South Korea,Asia,Electronics,3,62.268489,95.755071,2.003635,13,26,7,11,62.55,0,93.8365,0.125,0
SUP_17953,United Kingdom,Europe,Manufacturing,3,22.044754,77.724574,6.375748,12,20,7,16,63.69,1,72.7691,0.125,1
SUP_02173,Sweden,Europe,Electronics,3,59.601989,100,0,12,66,1,1,62.63,0,100,0.5,0
SUP_21572,Iraq,Asia,Energy,3,42.816977,77.825569,11.953879,66,39,4,11,94.57,1,68.5224,0.2,1
SUP_30549,Denmark,Europe,Manufacturing,2,51.859408,90.271679,8.198921,11,33,3,32,70.73,2,82.8704,0.25,1
SUP_20309,Switzerland,Europe,Manufacturing,2,60.434312,73.524436,5.250553,12,73,0,22,93.49,3,69.664,1,1
SUP_07009,Switzerland,Europe,Manufacturing,3,53.740515,73.214861,13.23537,12,15,2,1,83.16,2,63.5246,0.3333,1
SUP_00241,Pakistan,Asia,Electronics,2,77.71911,82.784767,1.059732,48,32,3,18,46.9,2,81.9075,0.25,1
SUP_17359,Sweden,Europe,Retail,2,62.019873,80.126431,5.590019,12,0,3,17,77.54,0,75.6473,0.25,0
SUP_02754,South Africa,Africa,Manufacturing,2,61.874049,74.022045,5.703482,31,21,3,17,89.8,2,69.8002,0.25,0
SUP_04413,Malaysia,Asia,Retail,2,51.121925,81.32703,9.348933,31,15,5,38,74.63,2,73.7238,0.1667,1
SUP_07387,United Kingdom,Europe,Manufacturing,1,29.948216,75.944045,7.263225,12,16,2,34,62.93,1,70.4281,0.3333,1
SUP_04075,Vietnam,Asia,Energy,2,54.960707,72.415182,8.213643,31,26,3,27,61.93,0,66.4673,0.25,1
SUP_11943,Germany,Europe,Retail,2,85.269174,100,0,11,17,3,25,34.95,2,100,0.25,0
SUP_03012,Kenya,Africa,Healthcare,1,52.476881,86.075392,0,48,34,2,25,88.87,0,86.0754,0.3333,1
SUP_14190,South Africa,Africa,Electronics,3,71.596409,91.667253,2.731571,31,34,7,7,77.75,2,89.1633,0.125,0
SUP_15453,Bangladesh,Asia,Retail,3,50.871506,81.5009,1.906212,48,16,6,23,90.5,2,79.9473,0.1429,1
SUP_02724,Thailand,Asia,Electronics,3,57.67341,67.853913,2.975197,30,28,6,3,68.78,1,65.8351,0.1429,0
SUP_06447,Chile,South America,Manufacturing,3,86.96654,72.337554,4.669741,31,16,5,10,76.14,1,68.9596,0.1667,0
SUP_24644,Philippines,Asia,Retail,3,67.068612,83.508406,3.067153,31,21,4,6,62.33,0,80.9471,0.2,0
SUP_15442,South Africa,Africa,Retail,2,49.456312,89.741379,8.912797,31,11,2,16,39.62,2,81.7429,0.3333,1
SUP_20179,Poland,Europe,Manufacturing,2,29.369309,64.023886,3.550888,31,23,0,17,38.68,3,61.7505,1,1
SUP_19452,Malaysia,Asia,Energy,2,33.882454,65.924854,7.900576,31,28,4,22,63.13,1,60.7164,0.2,1
SUP_32097,Colombia,South America,Healthcare,3,34.625086,67.092479,1.123023,31,20,5,11,96.19,2,66.339,0.1667,1
SUP_01078,New Zealand,Oceania,Manufacturing,3,43.393654,72.871768,7.069641,12,19,7,11,53.27,3,67.72,0.125,1
SUP_09237,Poland,Europe,Retail,1,50.803034,99.562318,0,31,1,2,45,87.65,1,99.5623,0.3333,1
SUP_01173,Thailand,Asia,Manufacturing,3,56.31873,56.13189,7.908258,30,34,6,38,93.46,3,51.6928,0.1429,1
SUP_22981,Argentina,South America,Energy,3,48.090864,86.2597,1.482561,48,27,6,24,47.16,2,84.9808,0.1429,1
SUP_12892,Philippines,Asia,Energy,2,66.173352,66.443434,6.157757,31,26,1,19,68.26,0,62.352,0.5,1
SUP_13377,India,Asia,Electronics,2,76.631024,72.833471,4.241336,49,19,2,14,75.66,1,69.7444,0.3333,1
SUP_23428,South Korea,Asia,Manufacturing,2,58.766927,74.706738,8.280293,13,47,2,13,64.92,0,68.5208,0.3333,0
SUP_22530,Romania,Europe,Retail,1,43.945906,82.791185,0.242628,30,17,0,30,74.77,1,82.5903,1,1
SUP_05248,Egypt,Africa,Energy,2,35.240455,76.17132,4.259407,48,25,4,18,60.41,0,72.9269,0.2,1
SUP_21078,France,Europe,Healthcare,2,53.207157,68.908238,2.382229,12,25,0,21,88.69,0,67.2667,1,1
SUP_20527,France,Europe,Manufacturing,2,46.937771,77.471644,2.713227,12,33,5,41,64.25,1,75.3697,0.1667,1
SUP_01290,New Zealand,Oceania,Retail,1,55.462891,93.678503,7.096579,12,0,2,33,74.27,1,87.0305,0.3333,0
SUP_18524,Romania,Europe,Retail,2,32.514865,90.80626,11.548224,30,0,1,19,29.44,1,80.3197,0.5,1
SUP_20338,Argentina,South America,Healthcare,2,48.884391,63.309966,0,48,48,4,24,71.49,0,63.31,0.2,1
SUP_24401,Kazakhstan,Asia,Energy,1,59.889916,74.682429,5.367549,48,26,0,30,49.76,1,70.6738,1,1
SUP_20924,Cameroon,Africa,Retail,2,36.248592,79.419152,3.196897,66,16,3,20,33.4,0,76.8802,0.25,1
SUP_17195,Hungary,Europe,Retail,3,45.470811,78.292078,12.705767,31,1,3,7,71.49,0,68.3445,0.25,1
SUP_31156,South Africa,Africa,Healthcare,2,55.154684,72.741414,0.319362,31,5,1,16,90.58,0,72.5091,0.5,1
SUP_00419,India,Asia,Retail,1,49.730642,86.353175,0,49,5,0,39,100.76,0,86.3532,1,1
SUP_17714,Norway,Europe,Manufacturing,2,38.813356,82.873994,8.077953,12,45,5,16,54.17,0,76.1795,0.1667,1
SUP_06658,Malaysia,Asia,Retail,3,79.81986,84.486198,0,31,12,4,4,60.75,1,84.4862,0.2,0
SUP_07834,Jordan,Asia,Manufacturing,2,44.86518,61.713908,3.154028,49,17,5,21,62.51,0,59.7674,0.1667,1
SUP_15286,Argentina,South America,Energy,2,55.894749,77.760048,0.72229,48,30,0,20,57.58,0,77.2971,1,1
SUP_14700,Ethiopia,Africa,Electronics,3,86.914193,74.815113,0.800299,48,31,4,7,53.1,4,74.2164,0.2,0
SUP_19833,India,Asia,Electronics,2,62.424178,99.367496,2.462741,49,38,0,18,52.81,0,96.9203,1,1
SUP_30473,Sweden,Europe,Manufacturing,3,50.652863,71.023883,4.545084,12,41,6,23,64.93,2,67.7958,0.1429,0
SUP_01436,Poland,Europe,Energy,2,56.592041,100,7.060531,31,29,0,18,61.61,0,92.9395,1,1
SUP_09032,Hungary,Europe,Retail,2,49.343523,87.903131,2.968135,31,12,4,16,83.52,0,85.294,0.2,0
SUP_04813,Argentina,South America,Energy,2,40.053412,72.611354,7.739059,48,27,3,33,56.27,2,66.9919,0.25,1
SUP_10739,Chile,South America,Electronics,3,100,77.803073,2.403608,31,0,4,1,77.17,2,75.933,0.2,0
SUP_18390,Hungary,Europe,Manufacturing,1,56.072279,70.706682,10.800057,31,42,1,35,74.13,1,63.0703,0.5,1
SUP_24523,Turkey,Asia,Retail,2,59.742125,88.091143,4.774554,49,13,3,39,70.11,1,83.8852,0.25,1
SUP_07396,Malaysia,Asia,Energy,2,57.707939,61.672039,4.999706,31,27,3,13,76.39,1,58.5886,0.25,1
SUP_01757,Poland,Europe,Energy,2,60.937119,88.681685,9.850944,31,25,2,15,58.29,1,79.9457,0.3333,1
SUP_00893,Peru,South America,Energy,2,51.752142,79.470182,2.869438,48,52,1,20,53.68,3,77.1898,0.5,1
SUP_09945,Brazil,South America,Manufacturing,3,53.711597,86.074923,1.367872,31,46,4,3,64.6,0,84.8975,0.2,0
SUP_02767,Colombia,South America,Electronics,1,74.349775,76.497659,2.875352,31,21,2,31,67.69,0,74.2981,0.3333,0
SUP_29203,South Africa,Africa,Energy,2,48.23973,97.213109,10.929477,31,55,3,19,71.49,2,86.5882,0.25,1
SUP_32899,Brazil,South America,Healthcare,1,55.33482,99.341629,1.049812,31,45,1,26,85.36,2,98.2987,0.5,1
SUP_24407,New Zealand,Oceania,Healthcare,3,50.998287,67.553509,1.691733,12,24,5,1,97.25,0,66.4107,0.1667,0
SUP_30986,Kazakhstan,Asia,Energy,3,68.840117,78.742155,7.318726,48,30,2,2,90.86,2,72.9792,0.3333,1
SUP_23067,China,Asia,Retail,2,73.048988,91.267641,3.955109,48,12,3,33,55.25,0,87.6579,0.25,0
SUP_18208,Iran,Asia,Manufacturing,3,49.138305,53.211523,9.57853,64,12,8,27,87.63,2,48.1146,0.1111,1
SUP_11209,Vietnam,Asia,Energy,2,51.945712,69.366745,3.279137,31,41,2,17,66.58,2,67.0921,0.3333,1
SUP_07197,North Korea,Asia,Retail,1,59.499932,78.321877,5.280819,68,20,1,35,53.61,1,74.1858,0.5,1
SUP_07710,Brazil,South America,Energy,2,61.477492,70.504667,5.143846,31,32,4,28,98.59,0,66.878,0.2,0
SUP_07485,Canada,North America,Manufacturing,3,62.082805,71.741007,7.535733,13,35,5,10,59.9,0,66.3348,0.1667,0
SUP_24483,UAE,Asia,Healthcare,1,45.30824,63.146964,2.481043,48,20,0,25,79.4,1,61.5803,1,1
SUP_08945,Colombia,South America,Retail,3,61.067066,80.599268,8.238941,31,18,5,6,63.15,0,73.9587,0.1667,0
SUP_07612,Ethiopia,Africa,Energy,2,46.42318,81.646009,10.494082,48,36,3,17,81.79,3,73.078,0.25,1
SUP_19236,Romania,Europe,Electronics,2,71.200405,77.709743,3.693249,30,36,0,13,79.63,0,74.8397,1,0
SUP_26137,Germany,Europe,Manufacturing,1,49.195629,70.097965,5.711443,11,14,2,41,53.21,1,66.0944,0.3333,1
SUP_06160,Libya,Africa,Retail,2,77.639005,86.634953,3.493982,66,12,0,21,66.7,1,83.6079,1,1
SUP_21328,Zimbabwe,Africa,Healthcare,2,53.789469,56.814364,4.144365,65,8,4,39,78.89,0,54.4598,0.2,1
SUP_26642,Egypt,Africa,Retail,2,76.740436,82.005731,3.59538,48,0,4,39,83.5,2,79.0573,0.2,0
SUP_15479,Canada,North America,Manufacturing,2,58.157914,71.883181,10.473572,13,49,1,23,53.59,1,64.3544,0.5,1
SUP_06352,Chile,South America,Manufacturing,2,47.111961,63.321076,9.150949,31,65,2,16,45.75,1,57.5266,0.3333,1
SUP_26962,Peru,South America,Electronics,2,76.477628,58.375559,0,48,30,4,38,60.33,1,58.3756,0.2,1
SUP_31424,Thailand,Asia,Retail,3,50.389394,79.526629,6.639234,30,15,7,32,60.52,0,74.2467,0.125,1
SUP_00340,Hungary,Europe,Retail,1,52.100172,83.471527,7.945175,31,0,2,26,79.71,1,76.8396,0.3333,1
SUP_11484,Malaysia,Asia,Energy,3,58.644388,69.828184,6.545333,31,27,5,1,69.68,0,65.2577,0.1667,0
SUP_16239,United States,North America,Manufacturing,2,52.913964,78.885095,3.049016,11,26,2,15,68.35,4,76.4799,0.3333,1
SUP_14812,Thailand,Asia,Healthcare,2,35.595604,80.550077,4.059804,30,46,5,35,74.51,0,77.2799,0.1667,1
SUP_02608,Vietnam,Asia,Retail,2,54.709052,80.799238,0,31,12,4,24,44.31,0,80.7992,0.2,1
SUP_08460,Hungary,Europe,Manufacturing,2,67.76926,100,10.661666,31,40,2,13,64.42,3,89.3383,0.3333,1
SUP_28864,Netherlands,Europe,Healthcare,2,50.951149,42.38145,0,12,24,3,30,74.49,1,42.3814,0.25,1
SUP_07906,Canada,North America,Manufacturing,2,49.890894,74.32449,11.206277,13,24,3,33,67.22,0,65.9955,0.25,1
SUP_14129,Vietnam,Asia,Energy,2,52.086645,94.281539,8.586254,31,36,2,22,90.88,0,86.1863,0.3333,1
SUP_12452,Singapore,Asia,Manufacturing,3,34.740069,87.750996,5.886944,13,27,6,22,77.33,1,82.5851,0.1429,1
SUP_08261,Romania,Europe,Manufacturing,2,61.803651,83.106976,5.519467,30,28,5,24,91.34,1,78.5199,0.1667,0
SUP_04142,Iraq,Asia,Electronics,1,64.485763,70.743265,4.557952,66,30,2,27,73.19,1,67.5266,0.3333,1
SUP_03378,China,Asia,Healthcare,2,47.208739,66.079835,1.783363,48,47,3,23,83.25,2,64.9014,0.25,1
SUP_00823,Bangladesh,Asia,Energy,3,42.705059,74.867679,7.267064,48,32,3,1,42.89,1,69.427,0.25,1
SUP_30312,Norway,Europe,Manufacturing,2,51.977157,86.39004,6.301591,12,33,3,36,83.7,1,80.9461,0.25,0
SUP_21672,Colombia,South America,Manufacturing,2,49.684869,73.991584,5.363047,31,17,4,20,58.48,1,70.0234,0.2,1
SUP_05101,Bangladesh,Asia,Energy,2,56.599445,78.599202,6.546511,48,54,4,21,100.45,1,73.4537,0.2,1
SUP_09625,Switzerland,Europe,Manufacturing,3,71.904168,78.621079,13.654038,12,27,3,8,64.19,0,67.8861,0.25,0
SUP_14381,Morocco,Africa,Energy,3,27.988728,84.605462,5.115714,31,35,3,1,76.74,0,80.2773,0.25,1
SUP_03050,Denmark,Europe,Healthcare,2,44.368443,97.836214,0.341499,11,27,3,18,89.56,2,97.5021,0.25,1
SUP_20531,Jordan,Asia,Energy,2,76.053751,66.961204,5.819691,49,37,3,23,46.94,0,63.0643,0.25,1
SUP_09644,Thailand,Asia,Manufacturing,3,28.501888,85.413813,9.465952,30,40,1,10,61.31,0,77.3286,0.5,1
SUP_05378,Peru,South America,Energy,2,71.785618,68.208309,5.754453,48,35,3,15,77.79,2,64.2833,0.25,1
SUP_27557,Morocco,Africa,Energy,1,75.614881,89.234411,11.099147,31,34,2,32,87.38,3,79.3302,0.3333,1
SUP_07936,Argentina,South America,Electronics,3,59.901461,72.172408,0,48,28,5,1,51.42,0,72.1724,0.1667,0
SUP_10858,Hungary,Europe,Manufacturing,3,37.381796,75.41322,5.22395,31,0,5,6,74.15,0,71.4737,0.1667,1
SUP_03266,Argentina,South America,Retail,1,43.764525,80.984051,4.10237,48,6,2,30,51.79,0,77.6618,0.3333,1
SUP_16255,United States,North America,Electronics,1,75.313635,70.071238,4.557952,11,38,2,31,40.51,3,66.8852,0.3333,1
SUP_06165,Brazil,South America,Electronics,2,82.641694,74.903191,3.221308,31,36,1,19,63.86,0,72.4903,0.5,0
SUP_23274,Kazakhstan,Asia,Manufacturing,3,37.735535,65.170255,6.094266,48,22,4,7,73.31,3,61.1986,0.2,1
SUP_18147,Brazil,South America,Energy,3,51.603656,56.095114,7.425194,31,46,5,9,63.1,3,51.9299,0.1667,1
SUP_31622,Bangladesh,Asia,Manufacturing,2,56.124307,68.12673,4.954158,48,16,4,34,90.32,1,64.7516,0.2,1
SUP_31269,Mexico,North America,Electronics,1,59.130546,73.743424,0,31,16,2,27,62.1,1,73.7434,0.3333,1
SUP_08315,Colombia,South America,Retail,3,62.598373,79.77504,3.836365,31,2,0,1,77.16,0,76.7146,1,0
SUP_27954,Pakistan,Asia,Retail,2,65.181557,98.346587,5.334909,48,12,4,22,93.55,1,93.0999,0.2,1
SUP_32056,Indonesia,Asia,Healthcare,3,41.209158,87.651795,3.368471,31,33,5,9,75.18,2,84.6993,0.1667,1
SUP_14715,Pakistan,Asia,Energy,2,75.701156,94.875224,7.488521,48,26,2,21,73.34,1,87.7705,0.3333,0
SUP_07967,Libya,Africa,Energy,3,71.02071,75.032455,4.966353,66,29,1,6,64.66,0,71.3061,0.5,1
SUP_17378,Egypt,Africa,Healthcare,3,53.939698,66.618613,2.653857,48,21,5,7,81.13,0,64.8507,0.1667,1
SUP_15310,UAE,Asia,Energy,3,41.325295,94.126645,8.591375,48,45,7,1,82.11,1,86.0399,0.125,1
SUP_20098,South Africa,Africa,Electronics,2,78.445345,76.37297,2.233486,31,28,4,32,92.86,0,74.6672,0.2,0
SUP_18481,Hungary,Europe,Electronics,3,82.576353,53.687361,4.557952,31,42,3,1,85.92,0,51.2462,0.25,0
SUP_06971,Mexico,North America,Manufacturing,3,53.316375,78.280373,8.511778,31,47,4,1,91.65,3,71.6173,0.2,1
SUP_05832,Bangladesh,Asia,Electronics,2,56.592041,93.537581,2.168758,48,33,2,13,55.65,1,91.509,0.3333,1
SUP_05675,Vietnam,Asia,Electronics,3,59.172223,70.777901,0.005258,31,31,0,10,61.31,0,70.7742,1,1
SUP_20947,Mexico,North America,Electronics,2,84.928843,63.795776,0,31,24,4,13,70.46,1,63.7958,0.2,0
SUP_03282,Nigeria,Africa,Electronics,3,58.357681,63.391904,1.930782,48,25,6,29,52.37,1,62.1679,0.1429,1
SUP_29282,Jordan,Asia,Healthcare,3,42.6792,69.285949,3.498135,49,26,5,10,75.81,0,66.8622,0.1667,1
SUP_16390,Australia,Oceania,Healthcare,2,33.273438,73.405605,0,11,33,5,18,89.53,2,73.4056,0.1667,1
SUP_10036,Turkey,Asia,Energy,2,73.584416,70.494744,6.891566,49,44,1,21,88.51,0,65.6366,0.5,1
SUP_08106,China,Asia,Electronics,2,84.133836,70.594401,0,48,29,3,28,77.7,0,70.5944,0.25,0
SUP_32647,Switzerland,Europe,Retail,1,46.26727,89.760418,4.489945,12,14,0,37,57.69,2,85.7302,1,1
SUP_17316,Chile,South America,Retail,2,59.58201,89.667184,7.065611,31,24,2,13,42.73,0,83.3316,0.3333,1
SUP_09494,DR Congo,Africa,Healthcare,2,54.215077,66.083273,1.77469,84,3,5,21,73.59,1,64.9105,0.1667,1
SUP_32425,Vietnam,Asia,Manufacturing,2,47.219063,77.361548,3.521105,31,28,5,40,59.34,1,74.6376,0.1667,1
SUP_28024,United Kingdom,Europe,Electronics,3,65.829587,61.283831,2.37703,12,42,7,22,49.58,1,59.8271,0.125,0
SUP_03928,Chile,South America,Retail,3,55.908741,85.856992,5.105244,31,16,2,8,79.49,0,81.4738,0.3333,0
SUP_23149,Japan,Asia,Manufacturing,1,69.597714,59.865442,5.213143,13,46,2,28,71.86,3,56.7446,0.3333,0
SUP_28872,Vietnam,Asia,Manufacturing,3,57.684969,73.120448,7.265779,31,25,6,7,34.45,1,67.8077,0.1429,0
SUP_12907,Kenya,Africa,Electronics,1,84.738351,61.484948,4.308361,48,37,0,31,84.5,0,58.836,1,0
SUP_00906,China,Asia,Energy,2,54.805224,57.02753,9.809015,48,51,4,19,44.95,1,51.4337,0.2,1
SUP_31513,Venezuela,South America,Retail,2,71.390877,82.598749,5.691878,65,15,3,16,63.74,0,77.8973,0.25,1
SUP_06846,United Kingdom,Europe,Manufacturing,1,53.396036,61.392761,4.687204,12,16,2,36,79.23,1,58.5152,0.3333,1
SUP_05342,Pakistan,Asia,Retail,2,88.704064,91.63322,5.284125,48,19,4,27,75.29,0,86.7912,0.2,0
SUP_29471,Turkey,Asia,Healthcare,1,40.603047,80.676727,3.049036,49,47,2,40,75.6,0,78.2169,0.3333,1
SUP_24709,Brazil,South America,Electronics,2,56.979428,69.92809,2.666507,31,50,1,14,74.16,1,68.0635,0.5,1
SUP_02934,Hungary,Europe,Manufacturing,2,28.295643,65.860449,5.416208,31,14,3,12,100.38,0,62.2933,0.25,1
SUP_11141,Mexico,North America,Electronics,2,68.63697,69.684612,3.437009,31,3,2,12,92.17,0,67.2895,0.3333,0
SUP_08129,Canada,North America,Manufacturing,2,68.643466,66.329435,7.275195,13,26,2,13,61.92,1,61.5038,0.3333,0
SUP_13841,Mexico,North America,Electronics,2,88.054975,88.721138,0.478836,31,31,4,24,72.9,0,88.2963,0.2,0
SUP_13311,Russia,Europe,Electronics,2,67.398871,61.312393,4.038016,65,26,5,33,100.75,1,58.8366,0.1667,1
SUP_00157,Bangladesh,Asia,Energy,2,52.064894,89.594996,7.2732,48,54,3,20,50.5,1,83.0786,0.25,1
SUP_31463,Brazil,South America,Healthcare,1,47.975547,77.691064,2.966133,31,18,2,42,78.61,0,75.3866,0.3333,1
